Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Unit)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	KC (Single-KC-temp)	KC Category (Single-KC-temp)	KC (Single-plus-unique)	KC Category (Single-plus-unique)	KC (Single-plus-unique)	KC Category (Single-plus-unique)	KC (Unique-step-temp)	KC Category (Unique-step-temp)	KC (Rule Names)	KC Category (Rule Names)	KC (Field)	KC Category (Field)	KC (Unique-step-Plus-Single2)	KC Category (Unique-step-Plus-Single2)	KC (Unique-step-Plus-Single2)	KC Category (Unique-step-Plus-Single2)	KC (Rule Names2)	KC Category (Rule Names2)	School	Class
1566	All Data	0000addef2900e3b80250656cd684bfa	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:01:51		1	ATTEMPT		RESULT		SimStudent	3-16_plus_1-4	1	1969-12-31 19:01:45	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	64					Single-KC		KC64		KC1		KC1		KC64		KC64		answer_denom		answer-denom		3-16_plus_1-4-answer_denom		Single		answer_denom			
1567	All Data	16ca6f82475f2c847a80f07b43a1413d	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:01:52		1	ATTEMPT		RESULT		SimStudent	3-16_plus_1-4	1	1969-12-31 19:01:45	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	28					Single-KC		KC35		KC1		KC1		KC35		KC35		answer_num		answer-num		3-16_plus_1-4-answer_num		Single		answer_num			
1568	All Data	d74f4f3718ce851da7c944d7ac24c8e3	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:01:53		1	ATTEMPT		RESULT		SimStudent	3-16_plus_1-4	1	1969-12-31 19:01:45	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC67		KC1		KC1		KC67		KC67		done		done		3-16_plus_1-4-done		Single		done			
1569	All Data	6c09101d42060da623699bf3a1750909	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:01:54		1	ATTEMPT		RESULT		SimStudent	2-5_plus_1-3	1	1969-12-31 19:01:53	lcm_denom2	1	1	INCORRECT	JCommTable5_C1R2	UpdateTable	3					Single-KC		KC70		KC1		KC1		KC70		KC70		lcm_denom2		denom2		2-5_plus_1-3-lcm_denom2		Single		lcm_denom2			
1570	All Data	ac2dc29395ddb9f6fa6e7e8d2cef06a0	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:01:55		1	ATTEMPT		RESULT		SimStudent	2-5_plus_1-3	1	1969-12-31 19:01:53	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	15					Single-KC		KC83		KC1		KC1		KC83		KC83		but_denom2		denom2		2-5_plus_1-3-but_denom2		Single		but_denom2			
1571	All Data	822068c0ddaf2e683f3c1a9f47f585d3	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:01:56		1	ATTEMPT		RESULT		SimStudent	2-5_plus_1-3	1	1969-12-31 19:01:53	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	15					Single-KC		KC63		KC1		KC1		KC63		KC63		but_denom1		denom1		2-5_plus_1-3-but_denom1		Single		but_denom1			
1572	All Data	3964ab9e889945ed678f469777c69fcf	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:01:57		1	ATTEMPT		RESULT		SimStudent	2-5_plus_1-3	1	1969-12-31 19:01:53	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	5					Single-KC		KC109		KC1		KC1		KC109		KC109		convert_num2		convert-num2		2-5_plus_1-3-convert_num2		Single		convert_num2			
1573	All Data	21977413fce4894266ac87f7b02223ca	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:01:58		1	ATTEMPT		RESULT		SimStudent	2-5_plus_1-3	1	1969-12-31 19:01:53	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	6					Single-KC		KC88		KC1		KC1		KC88		KC88		convert_num1		converted-num1		2-5_plus_1-3-convert_num1		Single		convert_num1			
1574	All Data	e273cbe0721c40169fcc6c5ca7690aaa	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:01:59		1	ATTEMPT		RESULT		SimStudent	2-5_plus_1-3	1	1969-12-31 19:01:53	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	11					Single-KC		KC51		KC1		KC1		KC51		KC51		answer_num		answer-num		2-5_plus_1-3-answer_num		Single		answer_num			
1575	All Data	410c914e60cf142f142d54111217aaed	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:00		1	ATTEMPT		RESULT		SimStudent	2-5_plus_1-3	1	1969-12-31 19:01:53	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	15					Single-KC		KC86		KC1		KC1		KC86		KC86		answer_denom		answer-denom		2-5_plus_1-3-answer_denom		Single		answer_denom			
1576	All Data	0f9ed83dc627927b836ba9263431eb60	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:01		1	ATTEMPT		RESULT		SimStudent	2-5_plus_1-3	1	1969-12-31 19:01:53	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC76		KC1		KC1		KC76		KC76		done		done		2-5_plus_1-3-done		Single		done			
1577	All Data	d5a4903154caadcdc7b270e4202f95f9	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:02		1	ATTEMPT		RESULT		SimStudent	1-6_plus_2-6	1	1969-12-31 19:02:01	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	36					Single-KC		KC19		KC1		KC1		KC19		KC19		but_denom2		denom2		1-6_plus_2-6-but_denom2		Single		but_denom2			
1578	All Data	460c2cb104a40682689ed394de6762c0	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:03		1	ATTEMPT		RESULT		SimStudent	1-6_plus_2-6	1	1969-12-31 19:02:01	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	12					Single-KC		KC94		KC1		KC1		KC94		KC94		convert_num2		convert-num2		1-6_plus_2-6-convert_num2		Single		convert_num2			
1579	All Data	9b0b84c036562e6c38a9ee7cfe96a306	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:04		1	ATTEMPT		RESULT		SimStudent	1-6_plus_2-6	1	1969-12-31 19:02:01	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	36					Single-KC		KC43		KC1		KC1		KC43		KC43		but_denom1		denom1		1-6_plus_2-6-but_denom1		Single		but_denom1			
1580	All Data	49f0c4d10bc26980df43acc8dcb9f5ab	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:05		1	ATTEMPT		RESULT		SimStudent	1-6_plus_2-6	1	1969-12-31 19:02:01	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	6					Single-KC		KC123		KC1		KC1		KC123		KC123		convert_num1		converted-num1		1-6_plus_2-6-convert_num1		Single		convert_num1			
1581	All Data	3b37221e69c456938e642df3c4ca9125	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:06		1	ATTEMPT		RESULT		SimStudent	1-6_plus_2-6	1	1969-12-31 19:02:01	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	36					Single-KC		KC99		KC1		KC1		KC99		KC99		answer_denom		answer-denom		1-6_plus_2-6-answer_denom		Single		answer_denom			
1582	All Data	76acf7b705576d4f077169ee81a674f2	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:07		1	ATTEMPT		RESULT		SimStudent	1-6_plus_2-6	1	1969-12-31 19:02:01	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	18					Single-KC		KC47		KC1		KC1		KC47		KC47		answer_num		answer-num		1-6_plus_2-6-answer_num		Single		answer_num			
1583	All Data	e84591e3ccd9467a520b38a16f6bf0be	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:08		1	ATTEMPT		RESULT		SimStudent	1-6_plus_2-6	1	1969-12-31 19:02:01	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC153		KC1		KC1		KC153		KC153		done		done		1-6_plus_2-6-done		Single		done			
1584	All Data	11caa5461c907f084638dc55c12e46c4	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:09		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:02:08	lcm_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	8					Single-KC		KC20		KC1		KC1		KC20		KC20		lcm_denom2		denom2		2-4_plus_1-8-lcm_denom2		Single		lcm_denom2			
1585	All Data	65ac1b4c9f4f3bb10488333864bb6920	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:10		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:02:08	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	1					Single-KC		KC147		KC1		KC1		KC147		KC147		convert_num2		convert-num2		2-4_plus_1-8-convert_num2		Single		convert_num2			
1586	All Data	db8a08332d6c9581ecdefd7ca1b0b606	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:11		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:02:08	lcm_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	8					Single-KC		KC4		KC1		KC1		KC4		KC4		lcm_denom1		denom1		2-4_plus_1-8-lcm_denom1		Single		lcm_denom1			
1587	All Data	79ab1cf670cd535624e730d2d18d29b1	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:12		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:02:08	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	4					Single-KC		KC75		KC1		KC1		KC75		KC75		convert_num1		converted-num1		2-4_plus_1-8-convert_num1		Single		convert_num1			
1588	All Data	674983983b360b5e1435464e1d1db0d6	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:13		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:02:08	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	8					Single-KC		KC149		KC1		KC1		KC149		KC149		answer_denom		answer-denom		2-4_plus_1-8-answer_denom		Single		answer_denom			
1589	All Data	5b5462b267f862f6ed8c8f971e66f303	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:14		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:02:08	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	5					Single-KC		KC7		KC1		KC1		KC7		KC7		answer_num		answer-num		2-4_plus_1-8-answer_num		Single		answer_num			
1590	All Data	003b929b8e16003f8fe36fb6e0b0b136	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:15		1	ATTEMPT		RESULT		SimStudent	2-4_plus_1-8	1	1969-12-31 19:02:08	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC52		KC1		KC1		KC52		KC52		done		done		2-4_plus_1-8-done		Single		done			
1591	All Data	56d19e06e3e03dfa7fe551fe34c982dc	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:16		1	ATTEMPT		RESULT		SimStudent	2-7_plus_3-7	1	1969-12-31 19:02:15	lcm_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	7					Single-KC		KC58		KC1		KC1		KC58		KC58		lcm_denom2		denom2		2-7_plus_3-7-lcm_denom2		Single		lcm_denom2			
1592	All Data	32633c6d91df0cd2c950e822e438bda9	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:17		1	ATTEMPT		RESULT		SimStudent	2-7_plus_3-7	1	1969-12-31 19:02:15	lcm_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	7					Single-KC		KC128		KC1		KC1		KC128		KC128		lcm_denom1		denom1		2-7_plus_3-7-lcm_denom1		Single		lcm_denom1			
1593	All Data	c1b2fb04572d4033b5f65f7ffca1535e	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:18		1	ATTEMPT		RESULT		SimStudent	2-7_plus_3-7	1	1969-12-31 19:02:15	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	2					Single-KC		KC116		KC1		KC1		KC116		KC116		convert_num1		converted-num1		2-7_plus_3-7-convert_num1		Single		convert_num1			
1594	All Data	95d3e974986f493517bdffe000fb212d	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:19		1	ATTEMPT		RESULT		SimStudent	2-7_plus_3-7	1	1969-12-31 19:02:15	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	3					Single-KC		KC157		KC1		KC1		KC157		KC157		convert_num2		convert-num2		2-7_plus_3-7-convert_num2		Single		convert_num2			
1595	All Data	ba611494fbc845bc44b996232442bb44	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:20		1	ATTEMPT		RESULT		SimStudent	2-7_plus_3-7	1	1969-12-31 19:02:15	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	7					Single-KC		KC13		KC1		KC1		KC13		KC13		answer_denom		answer-denom		2-7_plus_3-7-answer_denom		Single		answer_denom			
1596	All Data	d40501e44128918004bb474c2d627ca6	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:21		1	ATTEMPT		RESULT		SimStudent	2-7_plus_3-7	1	1969-12-31 19:02:15	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	5					Single-KC		KC74		KC1		KC1		KC74		KC74		answer_num		answer-num		2-7_plus_3-7-answer_num		Single		answer_num			
1597	All Data	12de4f2c54225c1bb96a2078db9f74f3	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:22		1	ATTEMPT		RESULT		SimStudent	2-7_plus_3-7	1	1969-12-31 19:02:15	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC155		KC1		KC1		KC155		KC155		done		done		2-7_plus_3-7-done		Single		done			
1598	All Data	92cdf7448d29294b131fd9c94aeb2128	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:23		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:02:22	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	28					Single-KC		KC110		KC1		KC1		KC110		KC110		but_denom2		denom2		1-4_plus_2-7-but_denom2		Single		but_denom2			
1599	All Data	d6f9a71d8adc718d4489b3ce9bd6ad3d	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:24		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:02:22	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	28					Single-KC		KC78		KC1		KC1		KC78		KC78		but_denom1		denom1		1-4_plus_2-7-but_denom1		Single		but_denom1			
1600	All Data	c5b608db36db9b785947d90c297fe1a3	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:25		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:02:22	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	8					Single-KC		KC46		KC1		KC1		KC46		KC46		convert_num2		convert-num2		1-4_plus_2-7-convert_num2		Single		convert_num2			
1601	All Data	ae5afa5d347b62beab4eacc0124b19ec	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:26		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:02:22	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	7					Single-KC		KC130		KC1		KC1		KC130		KC130		convert_num1		converted-num1		1-4_plus_2-7-convert_num1		Single		convert_num1			
1602	All Data	89d64fde31834797be98d9a973774573	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:27		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:02:22	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	28					Single-KC		KC124		KC1		KC1		KC124		KC124		answer_denom		answer-denom		1-4_plus_2-7-answer_denom		Single		answer_denom			
1603	All Data	f63d6c8c2db8138ff1f39e395ecc3b82	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:28		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:02:22	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	15					Single-KC		KC56		KC1		KC1		KC56		KC56		answer_num		answer-num		1-4_plus_2-7-answer_num		Single		answer_num			
1604	All Data	16e00ce39ad7c51fb400a802e4a6045c	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:29		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-7	1	1969-12-31 19:02:22	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC132		KC1		KC1		KC132		KC132		done		done		1-4_plus_2-7-done		Single		done			
1605	All Data	f358149d47faf17a2d57c77e84e89782	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:30		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-5	1	1969-12-31 19:02:29	lcm_denom2	1	1	INCORRECT	JCommTable5_C1R2	UpdateTable	5					Single-KC		KC137		KC1		KC1		KC137		KC137		lcm_denom2		denom2		1-4_plus_2-5-lcm_denom2		Single		lcm_denom2			
1606	All Data	541776ff7010d248c24795398e77fb2d	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:31		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-5	1	1969-12-31 19:02:29	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	20					Single-KC		KC80		KC1		KC1		KC80		KC80		but_denom2		denom2		1-4_plus_2-5-but_denom2		Single		but_denom2			
1607	All Data	ab616d89c8140982119f0d1a624c1eb4	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:32		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-5	1	1969-12-31 19:02:29	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	20					Single-KC		KC90		KC1		KC1		KC90		KC90		but_denom1		denom1		1-4_plus_2-5-but_denom1		Single		but_denom1			
1608	All Data	e77d6a01040952b3495679128701334e	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:33		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-5	1	1969-12-31 19:02:29	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	8					Single-KC		KC173		KC1		KC1		KC173		KC173		convert_num2		convert-num2		1-4_plus_2-5-convert_num2		Single		convert_num2			
1609	All Data	16dc16ba5b146d1e7fe033d84a77a56c	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:34		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-5	1	1969-12-31 19:02:29	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	5					Single-KC		KC97		KC1		KC1		KC97		KC97		convert_num1		converted-num1		1-4_plus_2-5-convert_num1		Single		convert_num1			
1610	All Data	81c89bdb5cee6dc40a0e95a8b4906228	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:35		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-5	1	1969-12-31 19:02:29	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	20					Single-KC		KC101		KC1		KC1		KC101		KC101		answer_denom		answer-denom		1-4_plus_2-5-answer_denom		Single		answer_denom			
1611	All Data	93892e7040b49bf612d3c1467c783338	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:36		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-5	1	1969-12-31 19:02:29	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	13					Single-KC		KC57		KC1		KC1		KC57		KC57		answer_num		answer-num		1-4_plus_2-5-answer_num		Single		answer_num			
1612	All Data	3a456b82b1c4a6488113d41d88c727f1	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:37		1	ATTEMPT		RESULT		SimStudent	1-4_plus_2-5	1	1969-12-31 19:02:29	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC166		KC1		KC1		KC166		KC166		done		done		1-4_plus_2-5-done		Single		done			
1613	All Data	949241963555d8948f3f9c30065755ab	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:38		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-10	1	1969-12-31 19:02:37	but_denom2	1	1	CORRECT	JCommTable5_C1R2	UpdateTable	40					Single-KC		KC145		KC1		KC1		KC145		KC145		but_denom2		denom2		3-4_plus_2-10-but_denom2		Single		but_denom2			
1614	All Data	872a940333c29fde41846c32a0557b79	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:39		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-10	1	1969-12-31 19:02:37	convert_num2	1	1	CORRECT	JCommTable5_C1R1	UpdateTable	8					Single-KC		KC151		KC1		KC1		KC151		KC151		convert_num2		convert-num2		3-4_plus_2-10-convert_num2		Single		convert_num2			
1615	All Data	0b25fef3bb2e85b9dff1e66a81b027f7	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:40		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-10	1	1969-12-31 19:02:37	but_denom1	1	1	CORRECT	JCommTable4_C1R2	UpdateTable	40					Single-KC		KC106		KC1		KC1		KC106		KC106		but_denom1		denom1		3-4_plus_2-10-but_denom1		Single		but_denom1			
1616	All Data	bc8ecf5c81baa2ea3f6de95480e5af0b	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:41		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-10	1	1969-12-31 19:02:37	convert_num1	1	1	CORRECT	JCommTable4_C1R1	UpdateTable	30					Single-KC		KC114		KC1		KC1		KC114		KC114		convert_num1		converted-num1		3-4_plus_2-10-convert_num1		Single		convert_num1			
1617	All Data	f3cba8c85223cbd2e13717156ac4c2c9	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:42		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-10	1	1969-12-31 19:02:37	answer_num	1	1	CORRECT	JCommTable6_C1R1	UpdateTable	38					Single-KC		KC119		KC1		KC1		KC119		KC119		answer_num		answer-num		3-4_plus_2-10-answer_num		Single		answer_num			
1618	All Data	878cadce92cef4977d2046aba6342156	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:43		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-10	1	1969-12-31 19:02:37	answer_denom	1	1	CORRECT	JCommTable6_C1R2	UpdateTable	40					Single-KC		KC168		KC1		KC1		KC168		KC168		answer_denom		answer-denom		3-4_plus_2-10-answer_denom		Single		answer_denom			
1619	All Data	900cf0191b27b91d5be8a55945882501	62868ebe-64c2-4071-8d46-4a81e33f7ee3	c636e0cd-0bf3-4760-9f87-554bf233508e	1969-12-31 19:02:44		1	ATTEMPT		RESULT		SimStudent	3-4_plus_2-10	1	1969-12-31 19:02:37	done	1	1	CORRECT	done	ButtonPressed	-1					Single-KC		KC60		KC1		KC1		KC60		KC60		done		done		3-4_plus_2-10-done		Single		done			
1620	All Data	06720c2cb579ad8e54b9404292eff6d2	6ca4c4b6-4f45-49bd-b72a-045ff55d4664	b6a13e4c-4a40-4a04-babb-6e880ab94662	1969-12-31 19:00:01		0	HINT_REQUEST		HINT_MSG		SimStudent	2-7_plus_3-7	1	1969-12-31 19:00:01	but_denom2	1	0	HINT	hint_button	ButtonPressed	hint request	Enter: JCommTable5_C1R2, UpdateTable, 49				Single-KC		KC102		KC1		KC1		KC102		KC102		but_denom2		denom2		2-7_plus_3-7-but_denom2		Single		but_denom2			
1621	All Data	31070f936f4dc03b390e3a0fa803971c	6ca4c4b6-4f45-49bd-b72a-045ff55d4664	b6a13e4c-4a40-4a04-babb-6e880ab94662	1969-12-31 19:00:02		1	ATTEMPT		RESULT		SimStudent	2-7_plus_3-7	1	1969-12-31 19:00:01	but_denom2	2	1	CORRECT	JCommTable5_C1R2	UpdateTable	49					Single-KC		KC102		KC1		KC1		KC102		KC102		but_denom2		denom2		2-7_plus_3-7-but_denom2		Single		but_denom2			
